Year,Status,Life Expectancy,Adult Mortality,Infant Deaths,Alcohol,Percentage Expenditure,Hepatitis B,Measles,BMI,Under-Five Deaths,Polio,Health Expenditure,Diphtheria,HIV/AIDS,GDP,Population,Income Composition of Resources,Schooling,Thinness 5-19 Years
2005,Developed,71.9,162.0,3,7.68,615.403,98.0,5043,Obese,4,97.0,5.47,97.0,0.1,4676.315,21319685.0,0.745,13.4,7.1
2004,Developed,71.7,165.0,4,9.82,431.325,99.0,117,Obese,4,97.0,5.43,97.0,0.1,3552.925,21451748.0,0.733,12.9,7.3
2003,Developed,71.1,174.0,4,8.78,375.174,98.0,9,Obese,4,97.0,5.3,97.0,0.1,2774.956,21574326.0,0.722,12.5,7.5
2002,Developed,77.0,178.0,4,9.62,37.823,99.0,14,Obese,5,98.0,4.57,98.0,0.1,2124.874,2173496.0,0.714,12.0,7.8
2001,Developed,78.0,179.0,4,9.78,180.11,98.0,10,Obese,5,99.0,4.36,99.0,0.1,1839.729,2213197.0,0.708,11.7,8.0
2000,Developed,77.0,175.0,4,10.16,152.637,98.0,35,Obese,5,99.0,4.33,99.0,0.1,1668.163,22442971.0,0.703,11.5,8.3
2014,Developing,73.0,225.0,13,10.12,1340.554,97.0,4711,Obese,15,97.0,7.7,97.0,0.1,14125.961,143819666.0,0.803,14.9,4.6
2013,Developing,70.0,229.0,14,10.58,1529.498,97.0,2339,Obese,16,98.0,7.9,97.0,0.2,15543.677,14356911.0,0.799,14.6,4.6
2012,Developing,69.6,237.0,14,10.99,178.823,97.0,2123,Obese,16,98.0,6.88,97.0,0.3,15154.457,14321676.0,0.792,14.3,4.699999999999999
2011,Developing,69.4,242.0,14,11.04,184.765,97.0,629,Obese,17,97.0,6.61,97.0,0.3,14212.687,14296868.0,0.785,14.0,4.699999999999999
2010,Developing,68.4,256.0,15,11.05,162.809,97.0,129,Obese,17,98.0,6.83,97.0,0.2,1674.988,142849449.0,0.773,13.7,4.8
2009,Developing,68.2,261.0,15,11.21,137.006,98.0,101,Obese,18,98.0,7.44,98.0,0.3,8562.896,142785342.0,0.776,14.0,4.8
2008,Developing,67.5,278.0,16,12.04,161.73,98.0,27,Obese,18,98.0,6.22,98.0,0.3,11635.264,14274235.0,0.769,13.9,4.8
2007,Developing,67.3,282.0,16,12.19,11.026,98.0,173,Obese,19,98.0,5.38,98.0,0.3,911.254,1428588.0,0.761,13.8,5.0
2006,Developing,66.4,3.0,17,11.79,12.252,98.0,1147,Obese,20,98.0,5.3,98.0,0.3,692.194,14349528.0,0.754,13.8,5.1
2005,Developing,65.0,327.0,18,11.57,625.508,97.0,454,Obese,20,98.0,5.21,98.0,0.3,5323.474,143518523.0,0.748,13.7,5.1
2004,Developing,64.9,321.0,19,11.5,46.516,96.0,2444,Obese,21,98.0,5.19,97.0,0.3,412.372,1446754.0,0.741,13.6,5.3
2003,Developing,64.6,322.0,20,11.32,333.215,94.0,3291,Obese,22,97.0,5.61,96.0,0.4,2975.133,144648257.0,0.733,13.2,5.4
2002,Developing,64.8,313.0,20,10.87,266.542,81.0,580,Obese,24,97.0,5.99,97.0,0.3,2375.594,1453646.0,0.727,12.8,5.6
2001,Developing,65.1,38.0,21,10.47,2.643,43.0,2072,Obese,25,97.0,5.67,96.0,0.3,21.362,14597683.0,0.72,12.5,5.8
2014,Developing,65.7,23.0,12,0.01,7.55,98.0,10,Underweight,16,98.0,7.53,98.0,0.4,76.57,11345357.0,0.488,10.8,11.6
2013,Developing,65.2,233.0,12,0.01,11.711,98.0,17,Underweight,17,98.0,7.69,98.0,0.5,688.877,1165151.0,0.485,10.8,11.8
2012,Developing,64.6,239.0,13,0.01,9.775,98.0,75,Normal,18,98.0,7.68,98.0,0.7,678.797,1788853.0,0.475,10.5,12.2
2011,Developing,63.8,247.0,14,8.34,9.075,97.0,31,Normal,20,93.0,7.71,97.0,1.3,617.318,151671.0,0.464,10.2,12.5
2010,Developing,62.8,26.0,16,7.92,63.787,97.0,121,Underweight,23,93.0,7.91,97.0,2.3,563.491,1246842.0,0.454,10.0,12.8
2009,Developing,61.0,288.0,17,7.11,9.166,97.0,5,Underweight,25,93.0,7.2,97.0,2.8,539.154,9977446.0,0.447,10.2,13.0
2008,Developing,68.0,282.0,18,6.39,0.662,97.0,6,Underweight,28,97.0,7.66,97.0,3.7,5.669,978169.0,0.438,10.4,13.3
2007,Developing,59.6,295.0,20,6.78,7.41,97.0,26,Underweight,30,98.0,8.49,97.0,5.0,44.853,944742.0,0.424,10.1,13.5
2006,Developing,57.6,328.0,22,6.88,78.47,99.0,494,Underweight,34,99.0,1.2,99.0,6.2,342.366,92658.0,0.404,9.3,13.6
2005,Developing,55.3,37.0,24,7.01,39.447,95.0,129,Underweight,38,95.0,6.83,95.0,7.1,287.932,8991735.0,0.388,8.8,13.8
2004,Developing,53.4,397.0,26,6.75,31.936,89.0,386,Underweight,42,89.0,6.24,89.0,7.7,236.911,8818438.0,0.371,8.2,14.0
2003,Developing,52.0,48.0,29,6.66,33.303,96.0,1064,Underweight,46,96.0,6.34,96.0,8.1,212.662,868346.0,0.359,7.6,14.3
2002,Developing,57.0,415.0,31,7.82,1.966,88.0,2738,Underweight,50,85.0,4.18,88.0,8.0,196.598,853625.0,0.343,7.2,14.600000000000001
2014,Developing,73.8,128.0,0,0.01,660.278,56.0,0,Obese,0,58.0,7.22,63.0,0.1,4178.973,19229.0,0.701,12.9,0.30000000000000004
2013,Developing,73.6,131.0,0,0.01,698.352,6.0,0,Obese,0,62.0,6.91,67.0,0.1,4219.651,19757.0,0.7,12.9,0.30000000000000004
2012,Developing,73.2,136.0,0,0.01,492.055,64.0,1,Obese,0,62.0,5.2,64.0,0.1,4234.554,189194.0,0.698,12.9,0.30000000000000004
2011,Developing,73.0,139.0,0,2.15,558.721,58.0,0,Obese,0,6.0,5.8,65.0,0.1,3942.983,187665.0,0.693,12.9,0.30000000000000004
2010,Developing,72.6,144.0,0,3.01,434.794,57.0,8,Obese,0,57.0,5.7,62.0,0.1,3453.487,18625.0,0.69,12.9,0.4
2009,Developing,76.0,172.0,0,2.88,42.124,44.0,0,Obese,0,45.0,5.4,49.0,0.1,335.113,184826.0,0.691,12.9,0.4
2008,Developing,72.5,146.0,0,3.97,47.353,12.0,0,Obese,0,54.0,4.52,26.0,0.1,359.822,183526.0,0.688,12.9,0.4
2007,Developing,72.2,149.0,0,3.85,47.736,46.0,0,Underweight,0,49.0,5.25,53.0,0.1,322.543,182286.0,0.682,12.9,0.4
2006,Developing,72.0,153.0,0,3.52,40.229,35.0,0,Underweight,0,37.0,4.68,39.0,0.1,287.964,18194.0,0.677,12.7,0.4
2005,Developing,71.6,16.0,0,3.63,287.467,41.0,0,Obese,0,55.0,4.47,49.0,0.1,2571.262,179929.0,0.671,12.6,0.4
2004,Developing,71.4,162.0,0,3.62,310.612,54.0,0,Obese,0,26.0,4.45,55.0,0.1,2351.338,178781.0,0.665,12.4,0.4
2003,Developing,79.0,169.0,0,4.17,24.997,83.0,0,Obese,0,82.0,4.71,83.0,0.1,197.294,177662.0,0.659,12.3,0.4
2002,Developing,76.0,174.0,0,3.3,208.169,86.0,0,Obese,0,85.0,5.1,86.0,0.1,1631.417,176582.0,0.653,12.1,0.4
2001,Developing,75.0,175.0,0,3.43,199.412,89.0,0,Obese,0,83.0,5.16,85.0,0.1,1555.475,175566.0,0.645,12.0,0.4
2000,Developing,72.0,18.0,0,3.0,21.254,89.0,0,Obese,0,94.0,5.31,95.0,0.1,154.689,17461.0,0.64,12.1,0.4
2014,Developing,67.3,191.0,0,0.01,225.731,95.0,0,Underweight,0,95.0,8.35,95.0,0.2,1821.879,191266.0,0.562,11.1,11.0
2013,Developing,67.1,192.0,0,0.01,200.66,97.0,0,Overweight,0,97.0,9.76,97.0,0.2,1619.533,18745.0,0.559,11.0,11.2
2012,Developing,66.9,194.0,0,0.01,8.198,96.0,0,Overweight,0,96.0,8.6,96.0,0.5,138.95,182889.0,0.553,10.8,11.600000000000001
2011,Developing,66.6,198.0,0,5.69,7.495,96.0,0,Overweight,0,96.0,5.44,96.0,0.5,134.326,1788.0,0.546,10.6,11.9
2010,Developing,66.2,24.0,0,5.58,63.04,98.0,0,Overweight,0,98.0,5.24,98.0,0.5,1129.755,174776.0,0.542,10.6,12.1
2009,Developing,65.8,21.0,0,4.13,11.136,98.0,0,Overweight,0,99.0,6.65,98.0,0.9,199.571,17813.0,0.533,10.1,12.5
2008,Developing,65.4,215.0,0,4.36,62.857,99.0,0,Overweight,0,99.0,5.66,99.0,0.9,1126.462,166913.0,0.531,10.4,12.9
2007,Developing,65.1,217.0,0,4.14,49.937,87.0,0,Normal,0,98.0,7.44,97.0,1.2,894.928,16311.0,0.527,10.3,13.3
2006,Developing,64.7,22.0,0,5.46,47.089,75.0,0,Normal,0,97.0,7.84,97.0,1.2,843.894,159328.0,0.521,10.2,13.7
2005,Developing,64.3,222.0,0,5.27,10.814,96.0,0,Normal,0,97.0,1.4,97.0,1.6,81.862,15563.0,0.514,10.0,14.0
2004,Developing,63.8,224.0,0,5.78,9.013,7.0,0,Normal,0,99.0,9.94,96.0,1.6,693.346,151969.0,0.509,9.8,14.4
2003,Developing,63.4,225.0,0,6.54,86.427,43.0,0,Normal,0,94.0,11.12,94.0,1.6,649.342,148372.0,0.504,9.7,14.8
2014,Developing,66.4,192.0,19,0.26,12.805,89.0,32,Normal,27,85.0,4.66,89.0,0.3,152.444,14546111.0,0.483,9.1,19.2
2013,Developing,66.0,196.0,20,0.26,11.839,92.0,17,Normal,28,89.0,4.51,92.0,0.3,148.912,141232.0,0.474,8.7,19.6
2012,Developing,65.6,2.0,20,0.28,10.207,91.0,46,Normal,29,83.0,4.31,91.0,0.4,136.452,1373513.0,0.463,8.3,10.9
2011,Developing,64.9,26.0,20,0.32,1.431,92.0,18,Normal,31,89.0,4.42,92.0,0.4,18.253,13391.0,0.455,7.9,2.3
2010,Developing,64.3,212.0,21,0.28,1.02,89.0,428,Normal,32,76.0,4.62,89.0,0.4,11.631,12916229.0,0.449,7.7,2.7
2009,Developing,63.5,219.0,21,0.3,1.177,86.0,999,Normal,33,83.0,4.81,86.0,0.5,12.566,1255917.0,0.444,7.5,3.1
2008,Developing,62.8,225.0,22,0.28,1.088,88.0,6,Underweight,34,87.0,4.94,88.0,0.6,11.337,1223957.0,0.435,7.1,3.5
2007,Developing,62.1,23.0,22,0.32,8.309,94.0,11,Underweight,36,93.0,4.72,94.0,0.7,95.398,11873557.0,0.425,6.8,12.9
2006,Developing,61.3,236.0,23,0.34,10.43,89.0,3,Normal,38,89.0,5.44,89.0,0.7,89.838,11556763.0,0.422,6.6,22.299999999999997
2005,Developing,65.0,242.0,23,0.33,96.037,84.0,0,Normal,40,84.0,5.35,84.0,0.7,773.87,11251266.0,0.415,6.4,22.700000000000003
2004,Developing,59.7,247.0,24,0.35,66.022,54.0,31,Normal,42,87.0,5.68,87.0,0.7,733.582,1955944.0,0.408,6.2,23.1
2014,Developing,75.4,123.0,1,9.09,8.617,92.0,37,Obese,1,93.0,1.37,93.0,0.1,62.173,713576.0,0.771,14.3,4.2
2013,Developing,75.3,122.0,1,9.16,880.64,91.0,1,Obese,1,97.0,1.12,95.0,0.1,6353.826,7164132.0,0.766,14.1,4.2
2012,Developing,74.9,126.0,1,9.38,742.511,97.0,0,Obese,1,93.0,9.89,91.0,0.1,5659.382,719977.0,0.767,14.0,4.2
2011,Developing,74.6,127.0,1,9.56,915.319,94.0,370,Obese,1,94.0,9.72,94.0,0.1,6423.292,723499.0,0.757,13.5,4.4
2010,Developing,74.4,128.0,1,9.65,774.44,89.0,20,Obese,1,91.0,1.9,91.0,0.1,5411.877,7291436.0,0.755,13.6,4.5
2009,Developing,74.1,131.0,1,9.85,820.811,93.0,1,Obese,1,97.0,9.9,95.0,0.1,5821.354,73287.0,0.754,13.6,4.6
2008,Developing,74.0,132.0,1,9.54,96.332,93.0,2,Obese,1,95.0,1.5,95.0,0.1,671.774,735222.0,0.749,13.5,4.699999999999999
2007,Developing,73.8,132.0,1,9.3,772.87,99.0,201,Obese,1,93.0,1.2,94.0,0.1,5458.122,7381579.0,0.743,13.5,4.8
2006,Developing,73.6,133.0,1,8.58,541.824,93.0,2,Obese,1,97.0,8.99,92.0,0.1,4129.759,7411569.0,0.739,13.4,5.0
2005,Developing,73.0,135.0,1,9.6,503.112,65.0,2,Obese,1,98.0,8.7,98.0,0.1,3528.132,744769.0,0.73,13.2,5.1
2004,Developing,73.0,134.0,1,7.42,462.708,89.0,11,Obese,1,96.0,8.24,88.0,0.1,3331.229,7463157.0,0.72,13.1,5.2
2014,Developing,73.0,17.0,0,0.01,151.105,99.0,0,Obese,0,99.0,3.37,99.0,0.1,1557.779,91359.0,0.766,13.2,11.7
2013,Developing,72.9,172.0,0,0.01,1521.673,99.0,0,Obese,0,98.0,3.58,98.0,0.1,15687.348,89949.0,0.762,13.5,11.8
2012,Developing,72.7,174.0,0,0.01,177.263,99.0,0,Obese,0,98.0,4.8,98.0,0.1,12845.174,8833.0,0.755,13.5,11.8
2011,Developing,72.6,177.0,0,9.72,1121.476,99.0,0,Obese,0,99.0,3.38,99.0,0.1,12189.952,87441.0,0.744,13.3,11.8
2010,Developing,72.4,18.0,0,6.51,16.492,99.0,0,Obese,0,99.0,3.59,99.0,0.1,184.684,8977.0,0.74,13.2,12.0
2009,Developing,72.3,182.0,0,4.94,75.226,99.0,0,Obese,0,99.0,2.64,99.0,0.1,976.957,87298.0,0.739,13.2,12.0
2008,Developing,72.2,184.0,0,6.33,701.853,99.0,0,Obese,0,99.0,2.64,99.0,0.1,11122.863,86956.0,0.739,13.2,12.2
2007,Developing,72.2,185.0,0,8.12,916.474,99.0,1,Obese,0,99.0,3.3,99.0,0.1,12154.83,8533.0,0.733,13.1,12.2
2006,Developing,72.2,185.0,0,8.12,102.374,99.0,10,Underweight,0,99.0,3.73,99.0,0.1,1214.4,846.0,0.728,13.1,12.2
2005,Developing,72.2,185.0,0,7.82,21.465,99.0,0,Underweight,0,99.0,3.91,99.0,0.1,1192.517,82858.0,0.712,12.1,12.4
2004,Developing,72.1,186.0,0,7.91,12.943,99.0,0,Overweight,0,99.0,4.17,99.0,0.1,1176.659,82475.0,0.715,12.3,12.4
2003,Developing,72.1,185.0,0,7.41,843.119,99.0,0,Overweight,0,99.0,4.64,99.0,0.1,8524.961,82781.0,0.713,12.1,12.6
2002,Developing,72.1,186.0,0,11.15,562.36,99.0,0,Overweight,0,99.0,4.21,99.0,0.1,8331.262,83723.0,0.712,12.1,12.7
2001,Developing,72.0,187.0,0,6.72,643.704,96.0,0,Overweight,0,96.0,4.45,96.0,0.1,7663.138,8122.0,0.714,12.2,12.8
2000,Developing,71.8,188.0,0,8.24,601.761,98.0,0,Overweight,0,98.0,4.62,98.0,0.1,7578.852,81131.0,0.0,12.3,13.0
2014,Developing,48.1,463.0,23,0.01,1.443,83.0,1006,Normal,32,83.0,11.9,83.0,0.6,78.439,779162.0,0.426,9.5,14.9
2013,Developing,54.0,47.0,23,0.01,1.321,92.0,15,Normal,33,92.0,11.59,92.0,0.8,71.819,692279.0,0.413,9.3,15.3
2012,Developing,49.7,411.0,25,0.01,54.56,91.0,678,Normal,35,91.0,11.24,91.0,0.9,561.898,676613.0,0.401,9.1,15.7
2011,Developing,48.9,418.0,26,3.78,54.666,89.0,1865,Normal,38,88.0,11.98,89.0,1.3,445.525,6611692.0,0.392,8.9,16.1
2010,Developing,48.1,424.0,27,3.84,5.348,86.0,1089,Normal,40,84.0,1.32,86.0,1.6,45.128,645872.0,0.384,8.7,16.5
2009,Developing,47.1,433.0,28,3.97,49.837,84.0,31,Normal,42,81.0,13.13,84.0,1.7,394.593,63126.0,0.375,8.5,16.9
2008,Developing,46.2,441.0,29,3.91,5.38,77.0,44,Underweight,44,75.0,1.29,77.0,1.9,46.376,6165372.0,0.367,8.3,17.4
2007,Developing,45.3,45.0,29,3.86,45.571,63.0,0,Underweight,45,63.0,1.12,64.0,2.2,358.827,615417.0,0.357,8.2,17.8
2014,Developing,68.8,183.0,0,0.01,3.718,88.0,0,Obese,0,94.0,5.5,88.0,0.1,29.653,57554.0,0.512,9.6,2.3
2013,Developing,68.8,182.0,0,0.01,24.733,94.0,0,Obese,0,99.0,5.42,94.0,0.1,188.516,563513.0,0.509,9.5,2.3
2012,Developing,68.7,184.0,0,0.01,247.949,99.0,0,Obese,0,99.0,5.48,99.0,0.1,1858.69,551531.0,0.505,9.4,2.4
2011,Developing,68.5,186.0,0,0.99,229.669,99.0,0,Obese,0,99.0,5.8,99.0,0.1,1642.838,539614.0,0.497,9.4,2.4
2010,Developing,68.3,188.0,0,1.1,29.521,9.0,0,Obese,0,94.0,7.47,9.0,0.1,1272.448,52779.0,0.492,9.3,2.4
2009,Developing,68.1,192.0,0,1.21,244.398,92.0,0,Obese,0,98.0,7.92,92.0,0.1,1158.283,51679.0,0.494,9.3,2.4
2008,Developing,68.0,193.0,0,1.09,19.749,89.0,0,Obese,0,94.0,5.97,89.0,0.1,125.792,54477.0,0.489,9.2,2.4
2007,Developing,67.6,2.0,0,0.85,28.901,9.0,0,Obese,0,93.0,6.42,9.0,0.1,146.931,49294.0,0.482,9.0,2.4
2006,Developing,67.6,2.0,0,0.99,240.485,99.0,0,Obese,0,99.0,6.66,99.0,0.1,948.659,481422.0,0.47,8.4,2.6
2005,Developing,67.4,24.0,0,0.9,25.312,83.0,0,Obese,0,9.0,7.83,89.0,0.1,88.875,469885.0,0.465,8.3,2.6
2004,Developing,67.1,29.0,0,1.18,195.526,81.0,0,Obese,0,89.0,5.64,9.0,0.1,818.443,458324.0,0.459,8.1,2.6
2003,Developing,66.8,215.0,0,1.18,16.832,79.0,0,Underweight,0,84.0,6.0,84.0,0.1,744.766,446769.0,0.453,8.0,2.6
2002,Developing,66.5,22.0,0,1.08,156.285,75.0,0,Obese,0,78.0,6.9,78.0,0.1,784.956,435262.0,0.446,7.3,2.8
2001,Developing,66.2,227.0,0,0.7,325.111,83.0,0,Obese,0,88.0,6.44,84.0,0.1,944.817,423853.0,0.442,6.6,2.8
2000,Developing,65.8,235.0,0,0.71,4.249,81.0,0,Obese,0,88.0,4.56,86.0,0.1,154.519,41269.0,0.455,7.2,2.8
2014,Developing,62.0,347.0,42,7.38,922.051,8.0,66,Underweight,52,77.0,8.8,77.0,3.7,6479.626,54146734.74,0.66,13.0,10.8
2013,Developing,69.0,371.0,43,7.34,978.591,7.0,25,Obese,54,73.0,8.78,73.0,4.5,6876.954,53311955.61,0.652,12.8,11.9
2012,Developing,59.2,48.0,43,7.38,1089.955,68.0,32,Obese,56,65.0,8.79,65.0,7.6,7548.164,5256515.8,0.644,12.8,13.3
2011,Developing,58.9,413.0,43,7.38,123.753,76.0,92,Obese,58,69.0,8.61,69.0,8.5,849.954,51729345.36,0.638,12.8,14.6
2010,Developing,58.0,428.0,43,7.28,1038.886,71.0,12499,Obese,62,72.0,8.5,72.0,11.0,7362.761,5979432.36,0.63,12.8,16.2
2009,Developing,56.5,449.0,46,7.6,782.599,74.0,5857,Obese,70,75.0,8.39,76.0,19.0,5888.628,5255813.11,0.622,12.8,17.9
2008,Developing,55.3,473.0,50,8.19,780.034,76.0,39,Obese,75,77.0,7.75,79.0,23.5,5786.6,49557573.3,0.616,12.9,10.6
2007,Developing,54.5,486.0,51,8.48,805.49,83.0,31,Obese,79,79.0,7.53,82.0,26.4,6125.4,48883844.99,0.612,12.9,21.4
2006,Developing,54.0,496.0,54,8.5,732.126,83.0,81,Obese,82,79.0,7.57,82.0,28.1,5631.735,4823384.48,0.609,12.9,14.4
2005,Developing,53.8,498.0,55,8.69,709.317,79.0,615,Obese,84,75.0,7.77,79.0,29.5,5414.634,476667.24,0.609,12.9,25.5
2004,Developing,53.7,497.0,55,6.96,622.044,76.0,830,Obese,83,73.0,7.93,74.0,29.7,4863.517,4717.99,0.611,12.9,27.6
2003,Developing,54.0,485.0,55,6.93,519.156,71.0,244,Obese,82,7.0,8.26,69.0,28.9,3775.683,46418193.9,0.613,12.9,29.6
2002,Developing,54.9,459.0,54,7.04,346.532,72.0,1043,Obese,79,7.0,8.9,7.0,26.6,2518.398,45855482.88,0.62,12.9,31.6
2001,Developing,56.0,429.0,52,7.38,365.259,72.0,1166,Underweight,76,71.0,8.31,71.0,24.0,2681.781,45312937.0,0.629,13.0,33.5
2000,Developing,57.3,397.0,51,7.3,45.964,73.0,1459,Underweight,73,71.0,8.7,73.0,21.3,337.225,44896856.0,0.635,13.0,35.400000000000006
2014,Developed,82.6,58.0,1,0.01,42.988,96.0,154,Obese,1,97.0,9.3,97.0,0.1,296.472,4648882.0,0.877,17.6,1.1
2013,Developed,82.4,6.0,1,9.25,423.68,95.0,131,Obese,2,96.0,9.1,96.0,0.1,2921.934,466245.0,0.874,17.5,1.1
2012,Developed,82.0,61.0,1,9.35,4255.782,96.0,1204,Obese,2,97.0,9.39,97.0,0.1,28562.293,4677355.0,0.871,17.2,1.1
2011,Developed,82.1,63.0,1,9.62,4873.819,97.0,3802,Obese,2,97.0,9.48,97.0,0.1,31834.218,46742697.0,0.867,16.9,1.1
2010,Developed,81.9,64.0,1,9.78,578.742,97.0,302,Obese,2,97.0,9.56,97.0,0.1,3736.228,46576897.0,0.86,16.4,1.1
2009,Developed,81.6,66.0,2,9.99,5047.254,96.0,41,Obese,2,96.0,9.52,96.0,0.1,32333.466,46362946.0,0.858,16.3,1.1
2008,Developed,81.3,7.0,2,10.24,5596.535,97.0,297,Obese,2,97.0,8.8,97.0,0.1,35578.736,4595416.0,0.854,16.1,1.1
2007,Developed,89.0,72.0,2,11.05,510.933,96.0,267,Obese,2,96.0,8.36,96.0,0.1,3279.414,4522683.0,0.849,16.0,1.1
2006,Developed,88.0,73.0,2,11.86,4460.39,97.0,362,Obese,2,98.0,8.23,98.0,0.1,28482.695,44397319.0,0.844,15.9,1.1
2005,Developed,81.0,77.0,2,11.92,405.448,96.0,22,Underweight,2,96.0,8.12,96.0,0.1,2651.717,43653155.0,0.837,15.8,1.1
2004,Developed,81.0,79.0,2,11.96,3715.37,97.0,26,Obese,2,97.0,8.5,97.0,0.1,24918.646,42921895.0,0.833,15.6,1.1
2003,Developed,79.4,83.0,2,12.09,3205.02,81.0,256,Obese,2,99.0,7.99,98.0,0.1,21495.774,42187645.0,0.83,15.6,1.1
2002,Developed,79.5,83.0,2,12.26,228.354,82.0,67,Obese,2,98.0,7.25,98.0,0.1,1719.535,41431558.0,0.828,15.7,1.1
2001,Developed,79.4,84.0,2,9.86,2044.17,83.0,0,Obese,2,95.0,7.24,96.0,0.1,15323.611,485412.0,0.825,15.7,1.1
2000,Developed,79.1,86.0,2,11.12,1934.398,77.0,152,Obese,2,95.0,7.21,95.0,0.1,14676.769,4567864.0,0.82,15.7,1.1
2014,Developing,74.7,141.0,3,2.37,42.731,99.0,1686,Normal,3,99.0,3.5,99.0,0.1,382.55,2771.0,0.76,14.0,30.2
2013,Developing,74.6,142.0,3,2.56,41.621,99.0,2107,Normal,3,99.0,3.68,99.0,0.1,361.289,2585.0,0.757,13.8,30.299999999999997
2012,Developing,74.5,143.0,3,2.8,20.769,99.0,51,Normal,4,99.0,3.21,99.0,0.1,335.521,2425.0,0.752,13.7,30.5
2011,Developing,74.5,141.0,3,3.03,20.833,99.0,60,Underweight,4,99.0,3.28,99.0,0.1,322.993,2271.0,0.746,13.6,30.6
2010,Developing,74.5,138.0,3,2.31,191.727,99.0,79,Normal,4,99.0,3.43,99.0,0.1,2819.511,2119.0,0.739,13.5,30.6
2009,Developing,71.8,183.0,4,2.05,13.391,97.0,21,Normal,4,97.0,3.37,97.0,0.1,216.682,19968.0,0.735,13.4,30.700000000000003
2008,Developing,72.3,172.0,4,2.1,17.814,98.0,33,Normal,4,98.0,3.44,98.0,0.1,254.489,19817.0,0.731,13.3,30.8
2007,Developing,73.7,146.0,4,2.29,127.638,98.0,44,Underweight,5,98.0,3.76,98.0,0.1,1644.816,19668.0,0.725,13.2,30.9
2006,Developing,73.8,145.0,4,1.96,120.247,98.0,0,Underweight,5,98.0,4.6,98.0,0.1,1448.761,1952.0,0.718,13.1,30.9
2005,Developing,74.2,138.0,4,1.97,97.766,99.0,3,Underweight,5,99.0,4.6,99.0,0.1,1259.876,19373.0,0.712,12.9,30.9
2004,Developing,69.1,197.0,6,1.56,15.353,62.0,35,Underweight,10,97.0,4.28,97.0,0.1,174.669,19228.0,0.705,12.8,30.9
2003,Developing,73.9,146.0,5,1.69,72.428,32.0,65,Underweight,5,98.0,3.95,99.0,0.1,989.455,1983.0,0.697,12.7,30.9
2014,Developing,71.4,178.0,0,6.32,1132.433,85.0,0,Obese,0,85.0,5.69,85.0,0.4,9564.464,547928.0,0.722,12.7,7.0
2013,Developing,71.2,179.0,0,6.02,1122.973,86.0,0,Obese,0,86.0,5.96,86.0,0.4,9484.569,54254.0,0.719,12.7,7.0
2012,Developing,71.3,178.0,0,5.73,1168.324,84.0,0,Obese,0,84.0,6.9,84.0,0.9,9272.413,53777.0,0.708,12.7,6.9
2011,Developing,76.0,187.0,0,5.64,989.126,86.0,0,Obese,0,86.0,5.93,86.0,0.1,8318.977,531589.0,0.704,12.5,6.9
2010,Developing,73.0,19.0,0,5.26,99.081,86.0,0,Obese,0,96.0,5.81,96.0,0.5,833.313,52613.0,0.7,12.3,6.9
2009,Developing,70.0,196.0,0,5.13,885.074,87.0,0,Obese,0,85.0,6.14,87.0,0.6,7443.852,52619.0,0.696,12.1,6.9
2008,Developing,69.8,196.0,0,4.94,815.436,84.0,0,Obese,0,85.0,5.92,85.0,1.2,6858.163,515148.0,0.691,11.9,6.9
2007,Developing,69.5,22.0,0,4.72,685.03,84.0,0,Obese,0,84.0,5.92,84.0,0.8,5761.395,5975.0,0.684,11.7,6.9
2006,Developing,69.3,199.0,0,4.52,72.8,84.0,0,Obese,0,84.0,6.22,84.0,0.6,527.92,5437.0,0.678,11.5,6.9
2005,Developing,68.9,25.0,0,4.47,418.921,83.0,0,Obese,0,84.0,6.78,83.0,0.6,3595.886,498946.0,0.672,11.3,6.9
2014,Developing,58.4,382.0,2,0.01,574.39,98.0,0,Obese,3,98.0,9.25,98.0,7.3,3464.352,129597.0,0.541,11.4,8.6
2013,Developing,57.6,393.0,2,0.01,708.956,98.0,0,Obese,3,98.0,9.66,98.0,9.8,3598.76,1271456.0,0.539,11.4,9.1
2012,Developing,56.5,412.0,2,0.01,720.233,95.0,0,Underweight,3,92.0,8.76,95.0,12.2,3851.515,1248158.0,0.534,11.3,9.7
2011,Developing,55.0,438.0,2,5.2,735.709,91.0,0,Underweight,3,85.0,8.61,91.0,15.7,3934.273,1225258.0,0.526,11.2,10.3
2010,Developing,53.6,459.0,2,4.93,56.937,89.0,313,Overweight,4,89.0,8.47,89.0,21.6,369.239,122843.0,0.523,11.0,11.0
2009,Developing,52.6,46.0,3,4.9,47.616,88.0,26,Overweight,4,89.0,8.46,88.0,33.7,332.517,118675.0,0.519,10.8,11.7
2008,Developing,51.4,477.0,3,4.87,413.006,9.0,1,Overweight,4,89.0,8.19,88.0,40.2,2842.438,1158897.0,0.514,10.6,12.399999999999999
2007,Developing,50.0,51.0,3,5.55,43.366,92.0,0,Overweight,4,88.0,7.5,87.0,40.7,347.488,1138434.0,0.508,10.5,13.2
2006,Developing,47.8,564.0,3,5.53,437.08,93.0,0,Overweight,4,88.0,6.81,87.0,43.7,2937.367,112514.0,0.502,9.9,14.0
2005,Developing,46.0,63.0,3,5.08,372.165,95.0,0,Overweight,4,88.0,6.8,86.0,49.1,2873.862,115873.0,0.495,9.7,14.8
